0 0 0 0 27 0 0 0 0
0 0 0 0 0 0 0 23 0
0 0 27 0 0 1 0 0 0.964286
0 21 0 0 0 0 0 0 0
17 0 0 1 0 1 0 0 0
0 0 0 0 0 37 2 0 0.948718
0 0 0 0 0 0 41 0 1
0 0 0 56 0 0 0 0 0
